class,layer,change_rate,type,rank
barn,9,0.25251521207639605,critical,1
barn,10,0.23220508671065543,critical,2
barn,11,0.06434183756520728,critical,3
barn,5,0.0001812975131906501,least_critical,1
barn,4,0.0005812383163720418,least_critical,2
barn,1,0.0006676124711520903,least_critical,3
"barrel, cask",10,0.17940553856402408,critical,1
"barrel, cask",8,0.16149022590136158,critical,2
"barrel, cask",9,0.15137448905928066,critical,3
"barrel, cask",3,-inf,least_critical,1
"barrel, cask",4,-inf,least_critical,2
"barrel, cask",5,-inf,least_critical,3
basketball,10,0.4250894629161803,critical,1
basketball,9,0.14925752691763594,critical,2
basketball,11,0.05801847693419859,critical,3
basketball,2,-inf,least_critical,1
basketball,4,-inf,least_critical,2
basketball,6,-inf,least_critical,3
"bathtub, bathing tub, bath, tub",10,0.17081070890411415,critical,1
"bathtub, bathing tub, bath, tub",9,0.13764438890314978,critical,2
"bathtub, bathing tub, bath, tub",11,0.06602276692490705,critical,3
"bathtub, bathing tub, bath, tub",2,-inf,least_critical,1
"bathtub, bathing tub, bath, tub",1,3.57178301783143e-05,least_critical,2
"bathtub, bathing tub, bath, tub",3,7.454782447892226e-05,least_critical,3
"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",9,0.18876078220203002,critical,1
"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",10,0.13015474313655204,critical,2
"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",8,0.00025836583314231115,critical,3
"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",2,-inf,least_critical,1
"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",3,-inf,least_critical,2
"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",5,-inf,least_critical,3
"beacon, lighthouse, beacon light, pharos",10,0.3919524336733866,critical,1
"beacon, lighthouse, beacon light, pharos",9,0.153917986845911,critical,2
"beacon, lighthouse, beacon light, pharos",11,0.08733006649500452,critical,3
"beacon, lighthouse, beacon light, pharos",3,-inf,least_critical,1
"beacon, lighthouse, beacon light, pharos",4,-inf,least_critical,2
"beacon, lighthouse, beacon light, pharos",5,1.4239120646382082e-05,least_critical,3
beaker,11,0.19663402455815474,critical,1
beaker,10,0.19157504922868535,critical,2
beaker,9,0.023005879357381038,critical,3
beaker,1,-inf,least_critical,1
beaker,4,-inf,least_critical,2
beaker,5,-inf,least_critical,3
beer bottle,10,0.225846666269531,critical,1
beer bottle,9,0.09847924340230292,critical,2
beer bottle,11,0.05227466164576067,critical,3
beer bottle,1,-inf,least_critical,1
beer bottle,5,-inf,least_critical,2
beer bottle,6,-inf,least_critical,3
"bikini, two-piece",11,0.22617904605065717,critical,1
"bikini, two-piece",10,0.12328263753918382,critical,2
"bikini, two-piece",9,0.013438877944353476,critical,3
"bikini, two-piece",5,-inf,least_critical,1
"bikini, two-piece",1,1.0196881019055584e-05,least_critical,2
"bikini, two-piece",6,3.43067674839353e-05,least_critical,3
"binoculars, field glasses, opera glasses",11,0.11193224388985357,critical,1
"binoculars, field glasses, opera glasses",10,0.097375229514783,critical,2
"binoculars, field glasses, opera glasses",9,0.04859601198208337,critical,3
"binoculars, field glasses, opera glasses",3,-inf,least_critical,1
"binoculars, field glasses, opera glasses",5,-inf,least_critical,2
"binoculars, field glasses, opera glasses",7,7.349138923018482e-07,least_critical,3
birdhouse,9,0.3525274040893419,critical,1
birdhouse,10,0.2853302551691172,critical,2
birdhouse,11,0.04437751967058212,critical,3
birdhouse,1,-inf,least_critical,1
birdhouse,2,-inf,least_critical,2
birdhouse,3,-inf,least_critical,3
"bow tie, bow-tie, bowtie",10,0.16006330350474285,critical,1
