Image,True_WNID,True_Label,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11
Image_20,n01443537,"goldfish, Carassius auratus",0.5372487902641296,0.5291001796722412,0.5524734258651733,0.5718379616737366,0.6069279909133911,0.6354275345802307,0.6761931777000427,0.683711588382721,0.6596692204475403,0.7025856375694275,0.7147736549377441,0.9999996423721313
Image_21,n01443537,"goldfish, Carassius auratus",0.4457625150680542,0.45617687702178955,0.47819072008132935,0.4974200129508972,0.5447723865509033,0.5641535520553589,0.618172287940979,0.6156793236732483,0.5839905738830566,0.6342831254005432,0.6629390716552734,0.9999998807907104
Image_22,n01443537,"goldfish, Carassius auratus",0.4849201738834381,0.5017766952514648,0.521791398525238,0.5411077737808228,0.5773916840553284,0.6179162263870239,0.6789261698722839,0.6916607022285461,0.6676487326622009,0.7139415740966797,0.7158973813056946,1.0000001192092896
Image_23,n01443537,"goldfish, Carassius auratus",0.5311446785926819,0.5228958129882812,0.5591903924942017,0.590398907661438,0.6127039790153503,0.6438554525375366,0.6689895987510681,0.6893348693847656,0.6813872456550598,0.7110817432403564,0.7373005747795105,1.0000001192092896
Image_24,n01443537,"goldfish, Carassius auratus",0.4713963568210602,0.47889789938926697,0.5040875673294067,0.5274393558502197,0.5475059747695923,0.5845832228660583,0.631137490272522,0.6482738852500916,0.6442306637763977,0.6793556809425354,0.716619074344635,1.0000001192092896
Image_25,n01443537,"goldfish, Carassius auratus",0.4694271683692932,0.47431641817092896,0.4947233498096466,0.5092573761940002,0.5497491359710693,0.5802971720695496,0.6336237192153931,0.6361623406410217,0.6142741441726685,0.6530579328536987,0.6962944269180298,1.0
Image_26,n01443537,"goldfish, Carassius auratus",0.46150529384613037,0.4678134620189667,0.4877743124961853,0.5017609000205994,0.5494353771209717,0.571597695350647,0.6227302551269531,0.6294922828674316,0.6075810790061951,0.6585273146629333,0.691470205783844,0.9999997615814209
Image_27,n01443537,"goldfish, Carassius auratus",0.4665679633617401,0.4582938551902771,0.4808489680290222,0.4989670217037201,0.5296287536621094,0.5522788763046265,0.5901791453361511,0.6189209222793579,0.623062789440155,0.6650804877281189,0.6967109441757202,1.0
Image_28,n01443537,"goldfish, Carassius auratus",0.5051750540733337,0.501426100730896,0.516666054725647,0.5294814109802246,0.564778208732605,0.5955178737640381,0.6413400769233704,0.6434015035629272,0.635026216506958,0.6780189871788025,0.6888893842697144,0.9999999403953552
Image_29,n01443537,"goldfish, Carassius auratus",0.4310295581817627,0.42438042163848877,0.4351746439933777,0.44109147787094116,0.4809914529323578,0.5052838921546936,0.5524399280548096,0.5580390095710754,0.5462642908096313,0.6027625203132629,0.6803950667381287,1.0000001192092896
Image_30,n01443537,"goldfish, Carassius auratus",0.43729621171951294,0.44241631031036377,0.4613305330276489,0.47090983390808105,0.5034471154212952,0.5212958455085754,0.5733864307403564,0.5775806903839111,0.5721221566200256,0.6106551885604858,0.665577232837677,1.0
Image_31,n01443537,"goldfish, Carassius auratus",0.5321303606033325,0.5304418802261353,0.5539877414703369,0.5698739290237427,0.6055401563644409,0.6110741496086121,0.6538835763931274,0.660838782787323,0.6610727906227112,0.67006915807724,0.7258036732673645,0.9999998807907104
Image_32,n01443537,"goldfish, Carassius auratus",0.458577960729599,0.46765050292015076,0.4810677468776703,0.4895368218421936,0.5319704413414001,0.5535957217216492,0.5992773771286011,0.6021641492843628,0.5893450975418091,0.6267639994621277,0.687544047832489,0.9999998807907104
Image_33,n01443537,"goldfish, Carassius auratus",0.5177472829818726,0.5080016851425171,0.5264001488685608,0.5389617085456848,0.5668227076530457,0.5909205079078674,0.6349320411682129,0.649599015712738,0.6257414221763611,0.6553301215171814,0.6952471733093262,1.0
Image_34,n01443537,"goldfish, Carassius auratus",0.5081812739372253,0.4973151981830597,0.5220299363136292,0.5416132807731628,0.5767393708229065,0.6110388040542603,0.6463555097579956,0.6508274078369141,0.6382172107696533,0.6730555891990662,0.7033398151397705,0.9999997615814209
Image_35,n01443537,"goldfish, Carassius auratus",0.5015543103218079,0.4839465022087097,0.5036898255348206,0.5178914070129395,0.5525938272476196,0.5998117327690125,0.6293830871582031,0.6502547264099121,0.63166344165802,0.6707231402397156,0.7075666785240173,1.0000003576278687
Image_36,n01443537,"goldfish, Carassius auratus",0.4917552173137665,0.4818216562271118,0.5036922693252563,0.518958568572998,0.5558649301528931,0.5878729224205017,0.6199137568473816,0.6201225519180298,0.5977846384048462,0.6432579159736633,0.6752925515174866,1.0
Image_37,n01443537,"goldfish, Carassius auratus",0.49421316385269165,0.4833839535713196,0.5069154500961304,0.5284064412117004,0.567533552646637,0.5943361520767212,0.6363821625709534,0.6479489207267761,0.6317513585090637,0.6836917400360107,0.7235491871833801,0.9999995827674866
Image_38,n01443537,"goldfish, Carassius auratus",0.5315797328948975,0.528430163860321,0.5504447221755981,0.5671475529670715,0.6106516122817993,0.6385122537612915,0.6740018129348755,0.692032516002655,0.6840651631355286,0.7168307900428772,0.7366126775741577,0.9999998211860657
Image_39,n01443537,"goldfish, Carassius auratus",0.5272763967514038,0.5330067276954651,0.5562508702278137,0.5761191844940186,0.6045020222663879,0.6305961608886719,0.6662097573280334,0.664356529712677,0.6331756114959717,0.6644300222396851,0.7083496451377869,0.9999998211860657
Image_40,n01443537,"goldfish, Carassius auratus",0.5018777251243591,0.49123862385749817,0.512704610824585,0.5225157141685486,0.5472170114517212,0.5948979258537292,0.6228025555610657,0.6285050511360168,0.6279435157775879,0.6600190997123718,0.6978275179862976,0.9999998807907104
Image_41,n01443537,"goldfish, Carassius auratus",0.5276342034339905,0.5028826594352722,0.5243477821350098,0.5386595726013184,0.5641059279441833,0.5894869565963745,0.6355357766151428,0.6550936102867126,0.6527099609375,0.6925783753395081,0.7250343561172485,1.000000238418579
Image_42,n01443537,"goldfish, Carassius auratus",0.45632386207580566,0.449760377407074,0.47357043623924255,0.49456676840782166,0.5193248987197876,0.5518615245819092,0.5876935124397278,0.5927505493164062,0.5931038856506348,0.6244351863861084,0.6819255948066711,0.9999997019767761
Image_43,n01443537,"goldfish, Carassius auratus",0.4908335506916046,0.49924302101135254,0.5212056636810303,0.5356754064559937,0.5711967349052429,0.5824528932571411,0.6339894533157349,0.6351751089096069,0.6190608143806458,0.6571272015571594,0.7061542868614197,1.0000003576278687
Image_44,n01443537,"goldfish, Carassius auratus",0.5207780003547668,0.5029363632202148,0.5296337008476257,0.5589075088500977,0.5935592651367188,0.6286190152168274,0.6724337935447693,0.6842362284660339,0.6668745279312134,0.7078002691268921,0.7196021676063538,1.0000001192092896
Image_45,n01443537,"goldfish, Carassius auratus",0.4337773621082306,0.4424847960472107,0.46219056844711304,0.4712933897972107,0.5073809623718262,0.5386385321617126,0.6014093160629272,0.598997175693512,0.5839935541152954,0.621922492980957,0.682159960269928,0.9999998807907104
Image_46,n01443537,"goldfish, Carassius auratus",0.4618084132671356,0.4766923487186432,0.5010702013969421,0.5128782391548157,0.5582650899887085,0.5697166323661804,0.6127792596817017,0.6126905679702759,0.5873968005180359,0.6323198676109314,0.6824499368667603,1.0000001192092896
Image_47,n01443537,"goldfish, Carassius auratus",0.4781380593776703,0.4841489791870117,0.5060783624649048,0.5310680866241455,0.5675475001335144,0.587428629398346,0.6419236660003662,0.6523869037628174,0.6313650608062744,0.6722627878189087,0.6973204016685486,0.9999999403953552
Image_48,n01443537,"goldfish, Carassius auratus",0.44921547174453735,0.4464736580848694,0.4655766785144806,0.4771925210952759,0.5297905206680298,0.5422327518463135,0.574253499507904,0.5807040929794312,0.5640931725502014,0.6167110204696655,0.6808760166168213,1.0000001192092896
Image_49,n01443537,"goldfish, Carassius auratus",0.5204772353172302,0.5221678018569946,0.539887011051178,0.5574799180030823,0.5915368795394897,0.6064156889915466,0.6449462175369263,0.6429356336593628,0.6128993630409241,0.6647423505783081,0.7231975197792053,1.0000001192092896
Image_50,n01443537,"goldfish, Carassius auratus",0.46325185894966125,0.46352419257164,0.4808446764945984,0.4954366683959961,0.5371344089508057,0.5541563630104065,0.6038708686828613,0.5981778502464294,0.5779692530632019,0.6281799077987671,0.6902070641517639,1.000000238418579
Image_51,n01629819,"European fire salamander, Salamandra salamandra",0.4038395285606384,0.40039679408073425,0.4299874007701874,0.43536433577537537,0.4852340817451477,0.521020770072937,0.5544387698173523,0.5899978280067444,0.5908467769622803,0.6399394273757935,0.6618425250053406,1.0000001192092896
Image_52,n01629819,"European fire salamander, Salamandra salamandra",0.4541069269180298,0.44598138332366943,0.46981048583984375,0.47987353801727295,0.5238493084907532,0.5546772480010986,0.6027656197547913,0.623996913433075,0.6247823238372803,0.6669203042984009,0.6942208409309387,0.9999998807907104
Image_53,n01629819,"European fire salamander, Salamandra salamandra",0.43846726417541504,0.4419666528701782,0.4630720019340515,0.4759373962879181,0.5130104422569275,0.5564261674880981,0.6148933172225952,0.6177526116371155,0.6031179428100586,0.6582669019699097,0.695569634437561,1.0
Image_54,n01629819,"European fire salamander, Salamandra salamandra",0.3976020812988281,0.40948593616485596,0.4326910972595215,0.4296729564666748,0.46852463483810425,0.5079580545425415,0.5681523680686951,0.5772984027862549,0.5603436827659607,0.6414746642112732,0.7005448937416077,1.0000001192092896
Image_55,n01629819,"European fire salamander, Salamandra salamandra",0.47402289509773254,0.46689385175704956,0.48858460783958435,0.4973425567150116,0.5356642603874207,0.58798748254776,0.6331157684326172,0.6528376340866089,0.6555627584457397,0.7059626579284668,0.71702641248703,1.0000001192092896
Image_56,n01629819,"European fire salamander, Salamandra salamandra",0.4119938313961029,0.4096127152442932,0.43690311908721924,0.43577322363853455,0.4850233197212219,0.5240622162818909,0.5840559601783752,0.599894106388092,0.6023837924003601,0.6533122658729553,0.6920041441917419,1.0000001192092896
Image_57,n01629819,"European fire salamander, Salamandra salamandra",0.4797144830226898,0.4793764054775238,0.509961724281311,0.5308626294136047,0.5746520757675171,0.6071882247924805,0.6454123258590698,0.6599121689796448,0.6495987176895142,0.6881325840950012,0.6858575344085693,1.0000001192092896
Image_58,n01629819,"European fire salamander, Salamandra salamandra",0.4784143269062042,0.4614570736885071,0.4897747039794922,0.5041773915290833,0.5482955574989319,0.5761916637420654,0.6127201914787292,0.6375697255134583,0.6253970265388489,0.6700368523597717,0.6776934862136841,1.0000003576278687
Image_59,n01629819,"European fire salamander, Salamandra salamandra",0.4622485637664795,0.45079466700553894,0.48146095871925354,0.49320825934410095,0.5399917364120483,0.5725259780883789,0.6267638802528381,0.6429897546768188,0.6420549154281616,0.6780706644058228,0.6967983245849609,1.000000238418579
Image_60,n01629819,"European fire salamander, Salamandra salamandra",0.4569287598133087,0.45710670948028564,0.4831239581108093,0.484810471534729,0.528597891330719,0.5564255714416504,0.6014869809150696,0.6095282435417175,0.607096791267395,0.6662378311157227,0.7041431069374084,1.0000001192092896
Image_61,n01629819,"European fire salamander, Salamandra salamandra",0.4540764391422272,0.4504782259464264,0.48088961839675903,0.4922858774662018,0.5337986350059509,0.5786888003349304,0.6195096373558044,0.632736325263977,0.6247484087944031,0.6648160219192505,0.6764177083969116,0.9999998807907104
Image_62,n01629819,"European fire salamander, Salamandra salamandra",0.41534748673439026,0.41190609335899353,0.44180670380592346,0.44241395592689514,0.4895942509174347,0.5195504426956177,0.564147412776947,0.584464430809021,0.5933840870857239,0.6485966444015503,0.6963328719139099,1.0000001192092896
Image_63,n01629819,"European fire salamander, Salamandra salamandra",0.4904528856277466,0.4884617328643799,0.5197724103927612,0.5266613960266113,0.5676748752593994,0.608370304107666,0.647803008556366,0.6695813536643982,0.65920090675354,0.6994709968566895,0.723231852054596,0.9999997615814209
Image_64,n01629819,"European fire salamander, Salamandra salamandra",0.4955492317676544,0.4860638976097107,0.5148585438728333,0.5284627676010132,0.5671161413192749,0.6041830778121948,0.6491550803184509,0.6715855598449707,0.6725226640701294,0.7098413705825806,0.7088572978973389,0.9999998807907104
Image_65,n01629819,"European fire salamander, Salamandra salamandra",0.4517328143119812,0.448620080947876,0.47727668285369873,0.4858400821685791,0.5335195660591125,0.5630256533622742,0.6143832206726074,0.6315646171569824,0.6244136691093445,0.673041820526123,0.6861726641654968,1.0
Image_66,n01629819,"European fire salamander, Salamandra salamandra",0.4540700614452362,0.44835421442985535,0.47778746485710144,0.4882976710796356,0.5393506288528442,0.5702356696128845,0.6140562891960144,0.6313343644142151,0.6279937028884888,0.6677935123443604,0.6829312443733215,1.0
Image_67,n01629819,"European fire salamander, Salamandra salamandra",0.46499133110046387,0.46232280135154724,0.489633172750473,0.4923786520957947,0.5373080968856812,0.5694460272789001,0.6257380247116089,0.6359350681304932,0.6343479156494141,0.6786105632781982,0.7167655229568481,1.0
Image_68,n01629819,"European fire salamander, Salamandra salamandra",0.425433486700058,0.42380642890930176,0.44639065861701965,0.4532873332500458,0.5058427453041077,0.5370894074440002,0.5825005769729614,0.6036986708641052,0.6055250763893127,0.6542420387268066,0.6796166300773621,1.0000001192092896
Image_69,n01629819,"European fire salamander, Salamandra salamandra",0.4480430781841278,0.4606400430202484,0.4861951470375061,0.49351176619529724,0.5420392155647278,0.5804181694984436,0.6331972479820251,0.6456782221794128,0.6315770745277405,0.6776949763298035,0.7044599056243896,1.0000001192092896
Image_70,n01629819,"European fire salamander, Salamandra salamandra",0.4153217077255249,0.4120621383190155,0.4359546899795532,0.43699952960014343,0.48151588439941406,0.5282031297683716,0.5763757228851318,0.5798359513282776,0.5675510764122009,0.6374127864837646,0.6906650066375732,0.9999999403953552
Image_71,n01629819,"European fire salamander, Salamandra salamandra",0.4107409715652466,0.4111258089542389,0.44044098258018494,0.4390173554420471,0.4813535809516907,0.5190677642822266,0.5747236609458923,0.58241868019104,0.5810100436210632,0.6352300643920898,0.6865787506103516,1.0000001192092896
Image_72,n01629819,"European fire salamander, Salamandra salamandra",0.4747467339038849,0.46555131673812866,0.4955454170703888,0.5064398050308228,0.5557554364204407,0.5810545682907104,0.612750768661499,0.6368768215179443,0.637981653213501,0.6753072738647461,0.687245786190033,0.9999999403953552
Image_73,n01629819,"European fire salamander, Salamandra salamandra",0.4155546724796295,0.4278963804244995,0.45101675391197205,0.45914149284362793,0.49676206707954407,0.5346531867980957,0.5970152616500854,0.6017816662788391,0.5929789543151855,0.6353139877319336,0.6835230588912964,1.0
Image_74,n01629819,"European fire salamander, Salamandra salamandra",0.4769984781742096,0.46186256408691406,0.4898375868797302,0.5038415193557739,0.5436736941337585,0.5862545371055603,0.6385040879249573,0.6565361022949219,0.6615393757820129,0.7036727070808411,0.7110756039619446,1.0
Image_75,n01629819,"European fire salamander, Salamandra salamandra",0.44026774168014526,0.44207972288131714,0.4633626639842987,0.47374361753463745,0.5145833492279053,0.5454160571098328,0.6060426235198975,0.6091777086257935,0.593980610370636,0.6528283953666687,0.6843535900115967,1.000000238418579
Image_76,n01629819,"European fire salamander, Salamandra salamandra",0.4517098069190979,0.4740535318851471,0.49378713965415955,0.5104814171791077,0.5453863739967346,0.5830941200256348,0.6194913387298584,0.6355007886886597,0.6141597032546997,0.6555384397506714,0.6720914840698242,1.0000001192092896
Image_77,n01629819,"European fire salamander, Salamandra salamandra",0.4760911762714386,0.47870033979415894,0.5018692016601562,0.5146350264549255,0.5517978668212891,0.5876615643501282,0.6201263666152954,0.6272795796394348,0.6083093881607056,0.6485259532928467,0.6642851829528809,1.0000001192092896
Image_78,n01629819,"European fire salamander, Salamandra salamandra",0.4039183557033539,0.39227646589279175,0.4218200147151947,0.42557746171951294,0.4680148661136627,0.5048103928565979,0.5469730496406555,0.5764468908309937,0.5825278759002686,0.6434414386749268,0.677742600440979,1.0000003576278687
Image_79,n01629819,"European fire salamander, Salamandra salamandra",0.41634947061538696,0.4261780381202698,0.44804465770721436,0.4490775763988495,0.4982611835002899,0.5343483686447144,0.5870646238327026,0.6010503172874451,0.5968214869499207,0.6419612765312195,0.6893803477287292,0.9999999403953552
Image_80,n01629819,"European fire salamander, Salamandra salamandra",0.4402608573436737,0.4313039183616638,0.4647004008293152,0.4773806929588318,0.5273259282112122,0.5618941187858582,0.6123439073562622,0.6342040300369263,0.6486980319023132,0.690568745136261,0.6973637342453003,1.0
Image_81,n01629819,"European fire salamander, Salamandra salamandra",0.43543359637260437,0.44483691453933716,0.4707728326320648,0.48206478357315063,0.5244751572608948,0.5722475051879883,0.6165677309036255,0.6217452883720398,0.6171687245368958,0.6568860411643982,0.6750446557998657,1.0
Image_82,n01629819,"European fire salamander, Salamandra salamandra",0.46630266308784485,0.4710901081562042,0.491282194852829,0.5018739104270935,0.5428621768951416,0.5814767479896545,0.6239982843399048,0.6335952877998352,0.6182529330253601,0.6657794713973999,0.6839866042137146,0.9999998807907104
Image_83,n01629819,"European fire salamander, Salamandra salamandra",0.48074814677238464,0.4883267879486084,0.5112545490264893,0.5254397392272949,0.5623508095741272,0.5923442840576172,0.6388562321662903,0.6637935042381287,0.664531946182251,0.703519344329834,0.7040135264396667,1.0
Image_84,n01629819,"European fire salamander, Salamandra salamandra",0.4854258894920349,0.4783754348754883,0.5029851794242859,0.5152111053466797,0.5588690042495728,0.6057183146476746,0.6495252847671509,0.6659315824508667,0.6620897054672241,0.7055091857910156,0.7125311493873596,1.0
Image_85,n01629819,"European fire salamander, Salamandra salamandra",0.41018903255462646,0.41654345393180847,0.44281312823295593,0.44441282749176025,0.4888743758201599,0.5311587452888489,0.5888952016830444,0.589375913143158,0.5817049145698547,0.6366721987724304,0.6816307306289673,1.000000238418579
Image_86,n01629819,"European fire salamander, Salamandra salamandra",0.495530903339386,0.49683743715286255,0.5310903191566467,0.5406530499458313,0.5847291350364685,0.6117898225784302,0.6474571228027344,0.6610069870948792,0.6407457590103149,0.6934884190559387,0.7092087864875793,0.9999998211860657
Image_87,n01629819,"European fire salamander, Salamandra salamandra",0.41900327801704407,0.40211769938468933,0.43175390362739563,0.43588656187057495,0.4863657057285309,0.5309432744979858,0.576528787612915,0.6076654195785522,0.6270098686218262,0.6721841096878052,0.7003042101860046,0.9999999403953552
Image_88,n01629819,"European fire salamander, Salamandra salamandra",0.42494094371795654,0.4185454547405243,0.44036173820495605,0.4478745460510254,0.49085038900375366,0.5385947823524475,0.589614987373352,0.5979712009429932,0.5986723899841309,0.6690715551376343,0.6931900978088379,1.0
Image_89,n01629819,"European fire salamander, Salamandra salamandra",0.475405752658844,0.46388691663742065,0.4863656759262085,0.5038667917251587,0.5434525609016418,0.5773053169250488,0.6212923526763916,0.6392104029655457,0.6455526351928711,0.6875556707382202,0.708251953125,1.0000001192092896
Image_90,n01629819,"European fire salamander, Salamandra salamandra",0.4020499885082245,0.416261225938797,0.4427640736103058,0.4451538920402527,0.4928504228591919,0.5289389491081238,0.5786000490188599,0.585578203201294,0.5824264287948608,0.6237949132919312,0.6936137676239014,1.0
Image_91,n01629819,"European fire salamander, Salamandra salamandra",0.429261177778244,0.430440753698349,0.4616433084011078,0.4659333825111389,0.5094020366668701,0.552390456199646,0.5978372097015381,0.6192973852157593,0.6248143911361694,0.6806575059890747,0.6880406737327576,1.0000003576278687
Image_92,n01629819,"European fire salamander, Salamandra salamandra",0.49247944355010986,0.48430609703063965,0.5096974968910217,0.5284188985824585,0.5688676238059998,0.5898361802101135,0.6262788772583008,0.6475200653076172,0.6407528519630432,0.6738673448562622,0.6898902654647827,1.0
Image_93,n01629819,"European fire salamander, Salamandra salamandra",0.4316491484642029,0.4284333288669586,0.4545321762561798,0.45783933997154236,0.49667906761169434,0.5352192521095276,0.5937132239341736,0.6045465469360352,0.6073389053344727,0.6583987474441528,0.688960611820221,0.9999997019767761
Image_94,n01629819,"European fire salamander, Salamandra salamandra",0.4875439703464508,0.4863211512565613,0.5176845192909241,0.5329784154891968,0.5682526230812073,0.5947847962379456,0.6342660188674927,0.6502770781517029,0.6466119885444641,0.6886977553367615,0.7040201425552368,1.0
Image_95,n01629819,"European fire salamander, Salamandra salamandra",0.4291270971298218,0.44145166873931885,0.4609762132167816,0.46330806612968445,0.49731290340423584,0.5543792247772217,0.605446457862854,0.6130852103233337,0.5914108753204346,0.650338888168335,0.6767312288284302,0.9999998807907104
Image_96,n01629819,"European fire salamander, Salamandra salamandra",0.47463494539260864,0.47651752829551697,0.5070393681526184,0.5230907797813416,0.5708670020103455,0.605153501033783,0.6432408690452576,0.6526418328285217,0.6384357810020447,0.6753380298614502,0.6814121007919312,1.0000001192092896
Image_97,n01629819,"European fire salamander, Salamandra salamandra",0.4429900646209717,0.43586093187332153,0.46329042315483093,0.4775207042694092,0.5271004438400269,0.5689820647239685,0.6152840256690979,0.6414200067520142,0.6381075382232666,0.6762064695358276,0.6863399147987366,1.0
Image_98,n01629819,"European fire salamander, Salamandra salamandra",0.43104493618011475,0.42476415634155273,0.4507919251918793,0.4593576192855835,0.5007719993591309,0.5523500442504883,0.5993935465812683,0.6268365383148193,0.6316845417022705,0.6745599508285522,0.6926705837249756,0.9999998807907104
Image_99,n01629819,"European fire salamander, Salamandra salamandra",0.40130478143692017,0.39982348680496216,0.4291093051433563,0.42441150546073914,0.4759748578071594,0.507362961769104,0.5611745715141296,0.577657163143158,0.5751339197158813,0.6195659041404724,0.6708880066871643,1.0
Image_100,n01629819,"European fire salamander, Salamandra salamandra",0.46151480078697205,0.4686262607574463,0.492616206407547,0.5136528611183167,0.5530378818511963,0.5766497254371643,0.626397967338562,0.6340372562408447,0.6353102326393127,0.6633737087249756,0.6970754265785217,0.9999998807907104
Image_101,n01641577,"bullfrog, Rana catesbeiana",0.4546399712562561,0.4575694799423218,0.478753924369812,0.48198753595352173,0.5215433835983276,0.5525740385055542,0.6027507781982422,0.6141186356544495,0.6267672777175903,0.6864184737205505,0.7137374877929688,1.0000001192092896
Image_102,n01641577,"bullfrog, Rana catesbeiana",0.4866431951522827,0.49104392528533936,0.5118293762207031,0.5234310626983643,0.5627631545066833,0.5930547714233398,0.6422149538993835,0.640821099281311,0.6297643780708313,0.6718922257423401,0.7390679717063904,0.9999999403953552
Image_103,n01641577,"bullfrog, Rana catesbeiana",0.46987998485565186,0.4644106924533844,0.4948869049549103,0.5149597525596619,0.5545493960380554,0.5878434181213379,0.6294461488723755,0.6420955061912537,0.6176068782806396,0.6603254079818726,0.6662164330482483,1.0000001192092896
Image_104,n01641577,"bullfrog, Rana catesbeiana",0.4833362102508545,0.49040254950523376,0.5151251554489136,0.5191666483879089,0.5649654865264893,0.603600263595581,0.6568833589553833,0.6669154763221741,0.6541739702224731,0.6908926367759705,0.7214218378067017,0.9999999403953552
Image_105,n01641577,"bullfrog, Rana catesbeiana",0.4426787495613098,0.4629812240600586,0.4861353635787964,0.49756813049316406,0.5417501330375671,0.5699345469474792,0.616280198097229,0.6187624931335449,0.6091940999031067,0.6637477874755859,0.6801984310150146,1.000000238418579
