Image,layer_0,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12,layer_13,layer_14,layer_15,layer_16,layer_17,layer_18,layer_19,layer_20,layer_21,layer_22,layer_23
Image_3487,0.4054693579673767,0.4152750074863434,0.43057486414909363,0.4255596399307251,0.4316926896572113,0.4427175521850586,0.44613227248191833,0.4565177261829376,0.47355151176452637,0.511710524559021,0.5185597538948059,0.553189218044281,0.564373791217804,0.5695645809173584,0.5836025476455688,0.6085408926010132,0.6327423453330994,0.7117122411727905,0.7177410125732422,0.7458905577659607,0.7560967803001404,0.8361480832099915,0.8735623955726624,1.0000001192092896
Image_3488,0.4065982401371002,0.41797271370887756,0.4394165277481079,0.43314898014068604,0.43993642926216125,0.4568672776222229,0.4567256271839142,0.4764110743999481,0.49330079555511475,0.5137867331504822,0.5229712724685669,0.5318461060523987,0.5736346244812012,0.5903530716896057,0.5923622846603394,0.6193168759346008,0.658704400062561,0.7105942964553833,0.7468768358230591,0.7684885859489441,0.8058571219444275,0.8478391170501709,0.8972999453544617,0.9999999403953552
Image_3489,0.41966214776039124,0.43535441160202026,0.44395628571510315,0.44606223702430725,0.4548127055168152,0.4769217371940613,0.4679415225982666,0.48610028624534607,0.5079953074455261,0.5363973379135132,0.55082768201828,0.5770394802093506,0.5749713778495789,0.5958763957023621,0.6282863020896912,0.6616842746734619,0.6880290508270264,0.7269833087921143,0.7419850826263428,0.7696038484573364,0.7891029715538025,0.8435673117637634,0.9000392556190491,0.9999998807907104
Image_3490,0.4158862233161926,0.42796817421913147,0.44417431950569153,0.4441673457622528,0.4520431160926819,0.4662524163722992,0.4678991436958313,0.47717541456222534,0.4996335506439209,0.5358856320381165,0.5448470115661621,0.551465630531311,0.5894758701324463,0.6068540811538696,0.6154672503471375,0.6489895582199097,0.6460935473442078,0.6842473149299622,0.6934294104576111,0.723100483417511,0.7845275402069092,0.8318216800689697,0.8716628551483154,1.0000001192092896
Image_3491,0.4168299734592438,0.43671292066574097,0.438233882188797,0.44730016589164734,0.4553968012332916,0.4734733998775482,0.4876892566680908,0.5024404525756836,0.5228555798530579,0.5307989716529846,0.5466200113296509,0.5568837523460388,0.5648776888847351,0.5980817675590515,0.6129978895187378,0.6468954682350159,0.6488416194915771,0.695073664188385,0.6955966949462891,0.7364550828933716,0.742881178855896,0.8113086223602295,0.8308335542678833,1.0
Image_3492,0.41343146562576294,0.4308336675167084,0.42789989709854126,0.429964154958725,0.43556010723114014,0.44263070821762085,0.4414808750152588,0.46516668796539307,0.480613648891449,0.4926042854785919,0.5090959668159485,0.5228837728500366,0.5356070399284363,0.5491426587104797,0.5849388837814331,0.6300770044326782,0.6344322562217712,0.6847906708717346,0.7049558162689209,0.749275267124176,0.7882561087608337,0.8419848680496216,0.8714656829833984,1.0
Image_3493,0.4289277195930481,0.4468679130077362,0.4538523852825165,0.4500333070755005,0.4537094831466675,0.4669831693172455,0.47190144658088684,0.48050811886787415,0.48693129420280457,0.5043089389801025,0.5088645219802856,0.5245867371559143,0.5467073917388916,0.5443719625473022,0.5743077993392944,0.6070535182952881,0.6200539469718933,0.6758019924163818,0.6962947845458984,0.7315453886985779,0.7580357789993286,0.7993043661117554,0.8610608577728271,1.000000238418579
Image_3494,0.40650174021720886,0.4321347773075104,0.44101881980895996,0.43338948488235474,0.44013872742652893,0.4591042399406433,0.4586527943611145,0.46230727434158325,0.47181418538093567,0.47495102882385254,0.47892579436302185,0.5075973272323608,0.531870424747467,0.5584558844566345,0.582399845123291,0.6064780354499817,0.6226952075958252,0.6700210571289062,0.6917580366134644,0.7375252842903137,0.7752760052680969,0.8148754835128784,0.8895776271820068,1.000000238418579
Image_3495,0.4271053075790405,0.4412694275379181,0.4576132893562317,0.45791274309158325,0.46712973713874817,0.4815787971019745,0.4924471974372864,0.5166663527488708,0.534054160118103,0.5604768395423889,0.5759527087211609,0.5944063663482666,0.6059231162071228,0.6321579813957214,0.6507033109664917,0.6798571348190308,0.6874234676361084,0.7243540287017822,0.7300601601600647,0.7530776858329773,0.7582172155380249,0.8253535628318787,0.8737203478813171,1.0
Image_3496,0.4081035852432251,0.42361924052238464,0.43542197346687317,0.4377462565898895,0.433885395526886,0.4441601634025574,0.45880943536758423,0.46737855672836304,0.4956143796443939,0.5200698971748352,0.5276650190353394,0.5294934511184692,0.5604991912841797,0.5798492431640625,0.588158905506134,0.6311509609222412,0.651017427444458,0.7080789804458618,0.7244399785995483,0.7560551762580872,0.7673432230949402,0.8348559141159058,0.8800086975097656,0.9999998807907104
Image_3497,0.4447067081928253,0.45339345932006836,0.467705637216568,0.4697074890136719,0.4752853512763977,0.4909436106681824,0.4874245226383209,0.5027032494544983,0.5199000239372253,0.5347880721092224,0.5352780818939209,0.556715190410614,0.5602623224258423,0.5836820006370544,0.6004255414009094,0.6306232213973999,0.6494072675704956,0.6876955032348633,0.7008405327796936,0.745093047618866,0.7858136296272278,0.8253477811813354,0.871928870677948,1.0
Image_3498,0.4053643047809601,0.414321631193161,0.43016317486763,0.4348618984222412,0.44951021671295166,0.4746937155723572,0.48689213395118713,0.5109376311302185,0.5335328578948975,0.5542519688606262,0.5642721056938171,0.5832582116127014,0.5837830901145935,0.6016138792037964,0.6211712956428528,0.6399024724960327,0.6566694378852844,0.7094725966453552,0.7320828437805176,0.7628293633460999,0.7590101361274719,0.8310169577598572,0.875340461730957,1.000000238418579
Image_3499,0.43277138471603394,0.45198437571525574,0.4568634033203125,0.4594355523586273,0.4553997814655304,0.46817871928215027,0.465745210647583,0.47367167472839355,0.4751715362071991,0.4933626055717468,0.506381630897522,0.5115268230438232,0.5228315591812134,0.5315455198287964,0.5787143111228943,0.5909113883972168,0.5997700691223145,0.6418007016181946,0.6673392653465271,0.7033749222755432,0.7577962279319763,0.8240572810173035,0.8888890743255615,1.0
Image_3500,0.41865938901901245,0.43246427178382874,0.4425200819969177,0.44539257884025574,0.453664630651474,0.46874701976776123,0.4646837115287781,0.4803999662399292,0.4929552376270294,0.525267481803894,0.5437843203544617,0.565132737159729,0.5737061500549316,0.5665373802185059,0.6081562638282776,0.6359245181083679,0.6385327577590942,0.689060389995575,0.704321026802063,0.7370678186416626,0.8133161664009094,0.8592137098312378,0.8938488364219666,1.0000001192092896
Image_3501,0.3773338496685028,0.3909165561199188,0.40822452306747437,0.41343051195144653,0.4253838062286377,0.4513213038444519,0.45052018761634827,0.45325109362602234,0.47656676173210144,0.48835432529449463,0.49817028641700745,0.5194205641746521,0.5442910194396973,0.5763161778450012,0.6057295799255371,0.6425463557243347,0.6673598289489746,0.7146713137626648,0.7440069317817688,0.7795674800872803,0.7825067639350891,0.8386415243148804,0.8656264543533325,1.0000001192092896
Image_3502,0.39764297008514404,0.4095280170440674,0.4264104962348938,0.4281218945980072,0.4330170750617981,0.443728506565094,0.4377022385597229,0.4477247893810272,0.4613456130027771,0.48365625739097595,0.48235151171684265,0.5152902603149414,0.5453060269355774,0.5616941452026367,0.6033986210823059,0.635419487953186,0.6605560779571533,0.713909387588501,0.7372620105743408,0.7771592140197754,0.784247636795044,0.8253751993179321,0.8678975105285645,1.000000238418579
Image_3503,0.4030453860759735,0.4162309765815735,0.4275519847869873,0.4337363541126251,0.4524397850036621,0.47089579701423645,0.4706425964832306,0.4854963421821594,0.5018594861030579,0.5230377316474915,0.49989593029022217,0.4993385076522827,0.5176518559455872,0.5428436994552612,0.6009195446968079,0.6341461539268494,0.66080641746521,0.7178258895874023,0.725776195526123,0.7711640000343323,0.7752297520637512,0.8286862373352051,0.8523005247116089,1.0000001192092896
Image_3504,0.36677658557891846,0.380759060382843,0.39555099606513977,0.3998144865036011,0.4213901162147522,0.4451799690723419,0.44315847754478455,0.4693414568901062,0.5077588558197021,0.5635308623313904,0.5665296316146851,0.5889593958854675,0.5954873561859131,0.6175110340118408,0.6552087068557739,0.6864877343177795,0.6879780888557434,0.7430864572525024,0.7379358410835266,0.7680051326751709,0.7692437171936035,0.8309783339500427,0.8486790060997009,1.000000238418579
Image_3505,0.41317057609558105,0.4231884777545929,0.43674835562705994,0.4416551887989044,0.44324547052383423,0.4505283832550049,0.4484592080116272,0.4633764922618866,0.48732173442840576,0.49349668622016907,0.4946861267089844,0.5104581713676453,0.5525146722793579,0.5727859735488892,0.5900362730026245,0.61979079246521,0.6450844407081604,0.7130823731422424,0.7420285940170288,0.7712506055831909,0.7870672941207886,0.8283662796020508,0.8695604801177979,1.0
Image_3506,0.43665674328804016,0.447983056306839,0.4610211253166199,0.460379034280777,0.47368329763412476,0.5036250948905945,0.49794384837150574,0.4928576946258545,0.5140389204025269,0.5422517657279968,0.5397186875343323,0.5467842817306519,0.5863651633262634,0.5912709832191467,0.6047422885894775,0.6253876090049744,0.6597453355789185,0.7150576710700989,0.7235672473907471,0.7635080218315125,0.8104408383369446,0.8578277826309204,0.8839902877807617,1.0
Image_3507,0.3671167194843292,0.37888461351394653,0.3883309066295624,0.3888700008392334,0.39951735734939575,0.41858595609664917,0.42382293939590454,0.4373932182788849,0.4603089988231659,0.4860186278820038,0.5000618100166321,0.5140398144721985,0.5312503576278687,0.5444519519805908,0.5546064376831055,0.5804242491722107,0.595781683921814,0.6684663891792297,0.6957808136940002,0.7361086010932922,0.7550243735313416,0.8181688189506531,0.8419245481491089,1.000000238418579
Image_3508,0.3935104012489319,0.4037444293498993,0.4134221374988556,0.41333603858947754,0.41703540086746216,0.4335756003856659,0.42948731780052185,0.43277794122695923,0.4538838565349579,0.46423035860061646,0.4601189196109772,0.4863894581794739,0.5008119940757751,0.5267536044120789,0.5626052618026733,0.6136714816093445,0.6334278583526611,0.689495325088501,0.7153870463371277,0.7658686637878418,0.7887849807739258,0.836185097694397,0.8838059902191162,0.9999999403953552
Image_3509,0.39512500166893005,0.41018441319465637,0.42088350653648376,0.42503368854522705,0.43785080313682556,0.4504844546318054,0.44997134804725647,0.4611119031906128,0.47562023997306824,0.49063417315483093,0.48759394884109497,0.5035839080810547,0.5278230905532837,0.5651716589927673,0.6133107542991638,0.6337630748748779,0.6526980996131897,0.7167959213256836,0.7342433929443359,0.7659069299697876,0.7765982747077942,0.820873498916626,0.8689253926277161,0.9999998807907104
Image_3510,0.4688863456249237,0.4764786660671234,0.49028509855270386,0.49287402629852295,0.5112519264221191,0.5290787220001221,0.5311955213546753,0.5376014709472656,0.5611387491226196,0.5853950381278992,0.5986765027046204,0.6134827733039856,0.6206480264663696,0.6446725130081177,0.6530969738960266,0.6693761348724365,0.6834568977355957,0.7352795600891113,0.7486652135848999,0.7660141587257385,0.7752723693847656,0.8408636450767517,0.9075307846069336,0.9999999403953552
Image_3511,0.38685375452041626,0.38904282450675964,0.39925795793533325,0.4004844129085541,0.4132581651210785,0.4342788755893707,0.43419748544692993,0.4603148102760315,0.48008695244789124,0.5007343292236328,0.5163518190383911,0.5352566242218018,0.5567941665649414,0.5787527561187744,0.5967035889625549,0.6072854995727539,0.6251285672187805,0.6974287033081055,0.707689106464386,0.7390968799591064,0.734282910823822,0.8186860680580139,0.8650413751602173,1.0000001192092896
Image_3512,0.4122295677661896,0.4270932078361511,0.43860018253326416,0.4368942975997925,0.4497773051261902,0.46554145216941833,0.46629104018211365,0.48359036445617676,0.49494606256484985,0.5134954452514648,0.5100570321083069,0.5259003639221191,0.5658419132232666,0.576316773891449,0.6075363159179688,0.6235781908035278,0.6588388681411743,0.7056422233581543,0.7207061052322388,0.7708714604377747,0.7848300933837891,0.8329626321792603,0.8838316202163696,1.0000001192092896
Image_3513,0.4264678955078125,0.44023165106773376,0.45922473073005676,0.4571291506290436,0.4555920362472534,0.4650398790836334,0.46859413385391235,0.48723042011260986,0.4905884265899658,0.5155690312385559,0.504671037197113,0.5258421897888184,0.5378986597061157,0.5683979988098145,0.6019954085350037,0.6300559043884277,0.6596605181694031,0.7143298387527466,0.7353302836418152,0.7730454206466675,0.7928106188774109,0.8395232558250427,0.8975400924682617,1.0
Image_3514,0.40629759430885315,0.4150206744670868,0.4274582862854004,0.43038374185562134,0.44256171584129333,0.4597894251346588,0.4555969536304474,0.4719304144382477,0.4936230480670929,0.5094624757766724,0.5076614022254944,0.5440532565116882,0.5476011037826538,0.5607661604881287,0.5827679634094238,0.6161134839057922,0.6284489035606384,0.6943957209587097,0.71819669008255,0.7547294497489929,0.7787268161773682,0.8319889903068542,0.872191309928894,1.0000001192092896
Image_3515,0.440557599067688,0.4448049068450928,0.45147237181663513,0.4485785663127899,0.46026408672332764,0.4687677323818207,0.4723791182041168,0.48724523186683655,0.5075723528862,0.522749125957489,0.5141380429267883,0.529737114906311,0.5378259420394897,0.5363357067108154,0.5507461428642273,0.5856515765190125,0.5993773341178894,0.6634258031845093,0.7080932259559631,0.752763032913208,0.770182192325592,0.8290112614631653,0.8811644911766052,0.9999998807907104
Image_3516,0.40511971712112427,0.41138118505477905,0.42928335070610046,0.42881399393081665,0.434039443731308,0.44646671414375305,0.44554248452186584,0.45774218440055847,0.46454185247421265,0.47325780987739563,0.4834887981414795,0.503117561340332,0.5286483764648438,0.5327292680740356,0.5717858076095581,0.6143536567687988,0.6408394575119019,0.6972916126251221,0.7181476950645447,0.7590714693069458,0.767937183380127,0.8253220319747925,0.8742868900299072,0.9999999403953552
Image_3517,0.3890432119369507,0.40547120571136475,0.4139255881309509,0.41607701778411865,0.4235623776912689,0.452254056930542,0.45317983627319336,0.4691617488861084,0.4861769378185272,0.5018972158432007,0.5018014311790466,0.5275853872299194,0.5521935820579529,0.5773806571960449,0.6023499369621277,0.6361746191978455,0.6672620177268982,0.7251832485198975,0.7523270845413208,0.7968242764472961,0.8136717677116394,0.8483970165252686,0.87981778383255,1.0
Image_3518,0.38954606652259827,0.3954581618309021,0.40463462471961975,0.40601205825805664,0.4136768877506256,0.4299360513687134,0.4297597408294678,0.44506269693374634,0.4592406451702118,0.4718160927295685,0.4722621440887451,0.48910215497016907,0.4994138777256012,0.5303661823272705,0.5691861510276794,0.5848898887634277,0.608595609664917,0.6716533303260803,0.7001574635505676,0.7395908236503601,0.7524870038032532,0.8104748129844666,0.8645880818367004,1.0
Image_3519,0.40127208828926086,0.410595566034317,0.4282294511795044,0.4180637300014496,0.4213394820690155,0.42789363861083984,0.43715938925743103,0.44967278838157654,0.45904698967933655,0.4808865785598755,0.4769054651260376,0.4876556992530823,0.510739803314209,0.5334046483039856,0.5767195224761963,0.6094911694526672,0.6314363479614258,0.6934144496917725,0.723388671875,0.7552928328514099,0.7598618268966675,0.8178159594535828,0.8659217357635498,1.0000001192092896
Image_3520,0.3815620541572571,0.38542959094047546,0.4013141691684723,0.39792555570602417,0.41832831501960754,0.4390667676925659,0.4443066418170929,0.4504096508026123,0.4685036242008209,0.4841647744178772,0.47188863158226013,0.482808917760849,0.49690884351730347,0.5239584445953369,0.5519279837608337,0.5751617550849915,0.6147269606590271,0.6893494725227356,0.7147918343544006,0.7627559900283813,0.7827765941619873,0.8261590003967285,0.8402831554412842,0.9999998807907104
Image_3521,0.36790862679481506,0.3773203194141388,0.3895129859447479,0.3953445851802826,0.40735548734664917,0.42688849568367004,0.43111756443977356,0.4503231644630432,0.47510096430778503,0.5011118054389954,0.4870178699493408,0.4926588833332062,0.5154778361320496,0.5385400056838989,0.5729207396507263,0.591967761516571,0.6108492016792297,0.6779770255088806,0.6889214515686035,0.7437160015106201,0.7507258057594299,0.8274646997451782,0.8675118684768677,1.000000238418579
Image_3522,0.3637273609638214,0.3786414861679077,0.38728535175323486,0.3895263373851776,0.39883822202682495,0.407835453748703,0.4034489393234253,0.41359880566596985,0.4317384362220764,0.43494293093681335,0.42342546582221985,0.4352227449417114,0.48572012782096863,0.5256971120834351,0.566944420337677,0.5889469981193542,0.6201674938201904,0.6690502762794495,0.6796796917915344,0.7183862924575806,0.7319205403327942,0.8081973791122437,0.8557806015014648,1.000000238418579
Image_3523,0.4387902021408081,0.44966956973075867,0.46163424849510193,0.4630126655101776,0.47953325510025024,0.48874297738075256,0.48373913764953613,0.499307245016098,0.5203145146369934,0.5222883224487305,0.4981723725795746,0.5031335353851318,0.5115211009979248,0.5329846739768982,0.5677218437194824,0.5956980586051941,0.6140739321708679,0.670146107673645,0.6804997324943542,0.7361925840377808,0.7583202123641968,0.8221750259399414,0.86319899559021,1.0
Image_3524,0.35470232367515564,0.3601820170879364,0.3774144947528839,0.3689107596874237,0.3931474983692169,0.42444804310798645,0.42659926414489746,0.44451916217803955,0.48817697167396545,0.505920946598053,0.5007783770561218,0.5063517689704895,0.5289942026138306,0.5511491298675537,0.5643648505210876,0.5898820757865906,0.6150172352790833,0.6787412762641907,0.6915032267570496,0.7106626033782959,0.7179732322692871,0.7966340184211731,0.8328128457069397,0.9999999403953552
Image_3525,0.4248519539833069,0.43763673305511475,0.4536234736442566,0.45357874035835266,0.45851728320121765,0.4699958860874176,0.47317570447921753,0.4799182415008545,0.4955090284347534,0.5107533931732178,0.5093881487846375,0.5401535630226135,0.5531018376350403,0.5645354390144348,0.5894679427146912,0.6189430356025696,0.6419337391853333,0.7031411528587341,0.720475971698761,0.7507567405700684,0.7677057981491089,0.8181319236755371,0.8629882335662842,0.9999999403953552
Image_3526,0.3898966312408447,0.40449339151382446,0.41434115171432495,0.41357362270355225,0.42701733112335205,0.44147393107414246,0.43393850326538086,0.4452815353870392,0.4689640700817108,0.492908239364624,0.485909640789032,0.4887993335723877,0.5083252787590027,0.5189439058303833,0.54828941822052,0.5871248841285706,0.5906282067298889,0.6780452132225037,0.7156991958618164,0.7570896148681641,0.7660129070281982,0.8326379656791687,0.8740987181663513,0.9999999403953552
Image_3527,0.41372010111808777,0.42506927251815796,0.4348863363265991,0.43502387404441833,0.44010335206985474,0.4561921954154968,0.46061161160469055,0.47793737053871155,0.4864194989204407,0.49870750308036804,0.5014934539794922,0.5136243104934692,0.5498580932617188,0.5421526432037354,0.5787879228591919,0.6004481911659241,0.6413310766220093,0.7049781084060669,0.7356137037277222,0.7365350723266602,0.7515746355056763,0.8199722170829773,0.8613197207450867,0.9999999403953552
Image_3528,0.4094158709049225,0.42149820923805237,0.436748743057251,0.43021664023399353,0.44214293360710144,0.46001991629600525,0.46054986119270325,0.47168922424316406,0.47729119658470154,0.4918288290500641,0.5084657073020935,0.5104999542236328,0.542335569858551,0.5614564418792725,0.5822033882141113,0.6017422080039978,0.6239519715309143,0.6913344860076904,0.7066229581832886,0.7083026170730591,0.7220137119293213,0.8334711194038391,0.8787526488304138,1.0000001192092896
Image_3529,0.4258063733577728,0.4418804347515106,0.4563102424144745,0.4513687193393707,0.4583613872528076,0.4702308773994446,0.4753710925579071,0.49508166313171387,0.5060002207756042,0.5132918953895569,0.5259541869163513,0.536321222782135,0.5645917654037476,0.5753434300422668,0.6082674264907837,0.6344715356826782,0.6352178454399109,0.7034119367599487,0.7212792634963989,0.7482180595397949,0.7556045055389404,0.8285670280456543,0.8799906969070435,1.0000001192092896
Image_3530,0.42900773882865906,0.43887344002723694,0.45388203859329224,0.44765400886535645,0.46413710713386536,0.48045995831489563,0.4765838384628296,0.495897114276886,0.5196696519851685,0.5421004891395569,0.5550881624221802,0.5725806951522827,0.5815942287445068,0.5773462653160095,0.594582736492157,0.6170006990432739,0.6211854815483093,0.684108555316925,0.7101489305496216,0.7086780071258545,0.7213749289512634,0.8192673921585083,0.8786197900772095,1.0
Image_3531,0.40309521555900574,0.4151306450366974,0.4295651614665985,0.4276956021785736,0.4428820312023163,0.45923349261283875,0.45732492208480835,0.46854281425476074,0.49077337980270386,0.5098671913146973,0.5042728781700134,0.5225645899772644,0.550611674785614,0.5606944561004639,0.590710461139679,0.6020976901054382,0.609671950340271,0.6778166890144348,0.7237439155578613,0.7293055653572083,0.7320502996444702,0.8222244381904602,0.8641955852508545,1.0
Image_3532,0.4241182208061218,0.43599531054496765,0.4580076038837433,0.4490562081336975,0.45992764830589294,0.4724891185760498,0.4643362760543823,0.4766309857368469,0.4907118082046509,0.5031768083572388,0.523433268070221,0.5445016026496887,0.5505452752113342,0.5418440699577332,0.5687980651855469,0.5969979763031006,0.6136047840118408,0.6871837973594666,0.7189481854438782,0.7386289834976196,0.7555568814277649,0.8566876649856567,0.9054128527641296,1.0
Image_3533,0.39982935786247253,0.4188709855079651,0.424504816532135,0.42543667554855347,0.4265563488006592,0.43607890605926514,0.45014697313308716,0.45479023456573486,0.46701332926750183,0.4629368782043457,0.46883437037467957,0.48717549443244934,0.5111075043678284,0.5252177715301514,0.5639711618423462,0.6077969074249268,0.6302271485328674,0.6726646423339844,0.7041524648666382,0.7312998175621033,0.7605934143066406,0.8170599937438965,0.8341336846351624,1.0000001192092896
Image_3534,0.40211308002471924,0.4169308543205261,0.4310823380947113,0.42824873328208923,0.43244823813438416,0.4300553798675537,0.4276551604270935,0.4457034170627594,0.4489711821079254,0.44816604256629944,0.4691103398799896,0.45661303400993347,0.47944581508636475,0.49614161252975464,0.5432244539260864,0.561970591545105,0.5857163667678833,0.6452527046203613,0.6576175093650818,0.7066983580589294,0.7304329872131348,0.7973697781562805,0.8523259162902832,1.0
Image_3535,0.4358829855918884,0.4466320276260376,0.4505327045917511,0.4427824914455414,0.45192959904670715,0.4713916480541229,0.4698566794395447,0.48551836609840393,0.515110433101654,0.5099865794181824,0.5185558795928955,0.5107220411300659,0.5249568819999695,0.5473871231079102,0.5673611164093018,0.602055549621582,0.6372644901275635,0.6961296200752258,0.7230053544044495,0.7641900181770325,0.7737652659416199,0.8228728771209717,0.8482184410095215,1.000000238418579
Image_3536,0.4443536400794983,0.4534418284893036,0.4724220931529999,0.4731375277042389,0.4783439636230469,0.49137744307518005,0.49529170989990234,0.5050488710403442,0.5244366526603699,0.5455037951469421,0.5623331069946289,0.5554673671722412,0.577928900718689,0.587396502494812,0.5885494947433472,0.625309944152832,0.6484019160270691,0.72275310754776,0.7460296154022217,0.7607292532920837,0.7672026753425598,0.843199610710144,0.8965862393379211,0.9999999403953552
Image_3537,0.40790000557899475,0.4170280992984772,0.43452996015548706,0.4344065189361572,0.44794872403144836,0.4567447900772095,0.46100881695747375,0.48014459013938904,0.49646180868148804,0.5150772929191589,0.5214645862579346,0.5364857912063599,0.5692294836044312,0.5700716972351074,0.5893477201461792,0.6226352453231812,0.6257457733154297,0.6953891515731812,0.7102696895599365,0.7356616854667664,0.742927610874176,0.8232266306877136,0.8792856335639954,1.000000238418579
Image_3538,0.39965692162513733,0.40926244854927063,0.43064114451408386,0.4339582324028015,0.43904751539230347,0.4530324339866638,0.4560917615890503,0.46272143721580505,0.4857550263404846,0.5103381872177124,0.5195938944816589,0.5330420732498169,0.5548946261405945,0.5757062435150146,0.5905324816703796,0.6075913310050964,0.6285603642463684,0.6990302801132202,0.7205000519752502,0.7656653523445129,0.7648841142654419,0.831995964050293,0.8585296869277954,1.0000001192092896
Image_3539,0.4103640019893646,0.42204195261001587,0.44250181317329407,0.43605637550354004,0.4417349696159363,0.4442475736141205,0.44653475284576416,0.4604503810405731,0.4669373035430908,0.4891742765903473,0.5022890567779541,0.5174276828765869,0.5513735413551331,0.5747573375701904,0.6016021370887756,0.613482654094696,0.6331954002380371,0.6952764987945557,0.7271804213523865,0.7208253145217896,0.7286153435707092,0.8352320194244385,0.8821929693222046,1.0000001192092896
Image_3540,0.41759535670280457,0.42385661602020264,0.4524371027946472,0.44826269149780273,0.4519854187965393,0.468947172164917,0.4684908390045166,0.48465660214424133,0.49912789463996887,0.5176687240600586,0.5060886740684509,0.5167713165283203,0.5593284964561462,0.5667539834976196,0.591534435749054,0.6221378445625305,0.6164955496788025,0.6913049221038818,0.7184399962425232,0.7478972673416138,0.7563637495040894,0.8374840021133423,0.883536696434021,1.0000001192092896
Image_3541,0.379449725151062,0.39155638217926025,0.4104889929294586,0.41989171504974365,0.41698700189590454,0.43333345651626587,0.43457508087158203,0.4578661024570465,0.46572354435920715,0.4680200517177582,0.4733837842941284,0.4781787693500519,0.5091648101806641,0.5182859897613525,0.5514844059944153,0.5853976011276245,0.609743058681488,0.6722044348716736,0.715221643447876,0.7703280448913574,0.7776682376861572,0.8237558603286743,0.8806789517402649,1.0000001192092896
Image_3542,0.4266890585422516,0.4345228374004364,0.4514709413051605,0.4491962492465973,0.46866217255592346,0.4931396543979645,0.5008077621459961,0.50836181640625,0.5364139676094055,0.5495643615722656,0.5414854288101196,0.5414701104164124,0.5424047112464905,0.5605131983757019,0.5793929696083069,0.6008644104003906,0.607334554195404,0.6970332860946655,0.7322500348091125,0.7696462273597717,0.773099422454834,0.8416379690170288,0.8734492063522339,1.0
Image_3543,0.4262624680995941,0.43357962369918823,0.44824913144111633,0.449067085981369,0.46349412202835083,0.48416876792907715,0.4881436824798584,0.5005589723587036,0.5207895636558533,0.5412914752960205,0.5438730120658875,0.5534479022026062,0.5540860891342163,0.5600990056991577,0.5675215125083923,0.6095383763313293,0.6201909780502319,0.6848691701889038,0.7174181938171387,0.7489870190620422,0.7649236917495728,0.8433802127838135,0.9057416319847107,1.0000001192092896
Image_3544,0.4071274995803833,0.4065399765968323,0.42475685477256775,0.4260880649089813,0.44226691126823425,0.4590451419353485,0.4653252363204956,0.47583821415901184,0.5062842965126038,0.5173384547233582,0.5259760618209839,0.5490458607673645,0.5597658753395081,0.5691701173782349,0.5872874855995178,0.6452305912971497,0.6352095007896423,0.6942386031150818,0.7078397870063782,0.7259265184402466,0.7334121465682983,0.8141244053840637,0.839546799659729,1.0
Image_3545,0.41082701086997986,0.42176976799964905,0.4402545690536499,0.4360484480857849,0.4418238699436188,0.45594578981399536,0.45593997836112976,0.472969114780426,0.490313857793808,0.5067275166511536,0.519571840763092,0.5311407446861267,0.5541689991950989,0.5514718890190125,0.5844123363494873,0.6248338222503662,0.6309032440185547,0.6886793971061707,0.7097252607345581,0.71785968542099,0.7361420392990112,0.8385009765625,0.8847229480743408,1.0000001192092896
Image_3546,0.42087581753730774,0.4276721179485321,0.4445745348930359,0.4501570463180542,0.45448511838912964,0.4682979881763458,0.4674711525440216,0.47475677728652954,0.4793132543563843,0.49587222933769226,0.49874746799468994,0.5187886357307434,0.5414365530014038,0.5472674369812012,0.5683015584945679,0.6134921908378601,0.6345995664596558,0.7099658846855164,0.7269416451454163,0.7667269706726074,0.7656048536300659,0.8206119537353516,0.8716775178909302,0.9999997615814209
Image_3547,0.4208935499191284,0.43232589960098267,0.4539678990840912,0.45165470242500305,0.46980205178260803,0.49666592478752136,0.4931722581386566,0.5151863694190979,0.5354985594749451,0.570397675037384,0.5675830245018005,0.5792641043663025,0.6076158881187439,0.6357499957084656,0.6509528160095215,0.6900030374526978,0.7080830335617065,0.7347710132598877,0.7394429445266724,0.771347165107727,0.7831749320030212,0.846870481967926,0.8770497441291809,1.0
Image_3548,0.42420777678489685,0.4317455589771271,0.45611947774887085,0.4465421736240387,0.45121341943740845,0.4638315737247467,0.4668043255805969,0.47451815009117126,0.49506285786628723,0.525030791759491,0.548069179058075,0.5543398261070251,0.5809903144836426,0.5978987216949463,0.6085507273674011,0.6327962279319763,0.6417145729064941,0.7038500308990479,0.7374051809310913,0.7560420036315918,0.7628087401390076,0.8296948075294495,0.8776500225067139,0.9999999403953552
Image_3549,0.3677651286125183,0.37808260321617126,0.39113494753837585,0.3904857337474823,0.4062369763851166,0.4363193213939667,0.450004518032074,0.4713155925273895,0.5032715201377869,0.5289326310157776,0.5434921383857727,0.5489149689674377,0.5710629224777222,0.5917097330093384,0.6189980506896973,0.6458481550216675,0.6414375305175781,0.6951403021812439,0.7092377543449402,0.7483958005905151,0.7609724998474121,0.8222430944442749,0.8468968272209167,1.0000001192092896
