class,layer,change_rate_avg,change_rate_std
"German shepherd, German shepherd dog, German police dog, alsatian",10,-0.6638898086547852,0.4062974694090638
"German shepherd, German shepherd dog, German police dog, alsatian",11,-3.368368148803711,0.6553608263691807
standard poodle,1,0.01677379608154295,0.06681081448007631
standard poodle,2,-0.042732229232788056,0.08027692970948966
standard poodle,3,-0.004883484840393075,0.03864312235906404
standard poodle,4,-0.12511883735656743,0.057978431564349654
standard poodle,5,-0.06231413364410398,0.06956156001632494
standard poodle,6,-0.24851828098297118,0.10175988012285847
standard poodle,7,-0.00877828598022461,0.10436675840722016
standard poodle,8,-0.1339736557006836,0.09685137883835525
standard poodle,9,0.18913951873779297,0.09737254744369965
standard poodle,10,-0.5800556683540344,0.23600623988593952
standard poodle,11,-2.9937224888801577,0.5487862454585266
"tabby, tabby cat",1,-0.07631047725677492,0.07187292135568572
"tabby, tabby cat",2,-0.0027951908111571557,0.06906239602824214
"tabby, tabby cat",3,-0.05364745140075691,0.053872487687935115
"tabby, tabby cat",4,-0.16261201858520508,0.05767831448087318
"tabby, tabby cat",5,-0.03521489143371583,0.062461453626598266
"tabby, tabby cat",6,-0.23311124324798585,0.1174984093514588
"tabby, tabby cat",7,0.0362866735458374,0.10728649434428583
"tabby, tabby cat",8,-0.03115623474121091,0.11474160379201444
"tabby, tabby cat",9,0.20053377628326416,0.09632710967845455
"tabby, tabby cat",10,-0.785979585647583,0.33969403365210665
"tabby, tabby cat",11,-2.9972770595550537,0.4638288062224694
Persian cat,1,-0.05359996318817137,0.06258938010120868
Persian cat,2,-0.03080993652343749,0.0645777680381122
Persian cat,3,-0.030336227416992222,0.04496501564739877
Persian cat,4,-0.13008094310760496,0.050733195150785615
Persian cat,5,-0.040516648292541514,0.0792291953997636
Persian cat,6,-0.2641539335250854,0.09330900233060503
Persian cat,7,0.01669877052307126,0.07922778296168818
Persian cat,8,-0.045798707008361826,0.09813771903778785
Persian cat,9,0.2118888902664185,0.09949547637070101
Persian cat,10,-0.7597164058685303,0.25827965670302616
Persian cat,11,-3.005051112174988,0.43273429822483833
Egyptian cat,1,-0.07389958858489994,0.06163435381536138
Egyptian cat,2,-0.016077785491943358,0.06982274029655482
Egyptian cat,3,-0.03313068389892576,0.040679044147085106
Egyptian cat,4,-0.1494001054763794,0.04885886998558671
Egyptian cat,5,-0.029169740676879847,0.05543562553712332
Egyptian cat,6,-0.23084940910339355,0.09982249120444385
Egyptian cat,7,0.06284573554992676,0.09728273770642283
Egyptian cat,8,-0.051962862014770524,0.09721940237651103
Egyptian cat,9,0.22247836112976074,0.07971295660578052
Egyptian cat,10,-0.6730588722229004,0.2933877877165863
Egyptian cat,11,-3.0300169372558594,0.39931074324120347
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",1,-0.03453292846679688,0.053360204747367364
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",2,-0.05314144134521479,0.0537868498642748
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",3,-0.014003462791442907,0.03742931771499436
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",4,-0.13918696880340575,0.05377946521216488
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",5,-0.05434241771697998,0.05471547546930747
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",6,-0.24479690551757813,0.12037819460269117
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",7,0.031429491043090826,0.10826797876621877
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",8,-0.054828033447265605,0.11318822665980194
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",9,0.18221241474151612,0.10811718916340785
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",10,-0.6318278121948242,0.2723254899551102
"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",11,-3.0681619358062746,0.6891640515443319
"lion, king of beasts, Panthera leo",1,-0.06943630218505864,0.07813114751163792
"lion, king of beasts, Panthera leo",2,-0.002854843139648402,0.07737738609300826
"lion, king of beasts, Panthera leo",3,-0.029186549186706507,0.05754045152223913
"lion, king of beasts, Panthera leo",4,-0.20983952522277835,0.0736560201928952
"lion, king of beasts, Panthera leo",5,-0.05462470054626464,0.04793432175062865
"lion, king of beasts, Panthera leo",6,-0.24854511737823487,0.11689258422168607
"lion, king of beasts, Panthera leo",7,0.011280894279480006,0.09242881485487403
"lion, king of beasts, Panthera leo",8,0.007669339179992676,0.13770021858200251
"lion, king of beasts, Panthera leo",9,0.1910245180130005,0.10899353821671749
"lion, king of beasts, Panthera leo",10,-0.7179572916030884,0.3448358254094787
"lion, king of beasts, Panthera leo",11,-3.3465097379684448,0.5631533941087329
"brown bear, bruin, Ursus arctos",1,-0.023848505020141592,0.05050860563845519
"brown bear, bruin, Ursus arctos",2,-0.018046827316284205,0.05682165216243376
"brown bear, bruin, Ursus arctos",3,0.0050264835357665925,0.04813340305973225
"brown bear, bruin, Ursus arctos",4,-0.16648914813995358,0.04795234158114911
"brown bear, bruin, Ursus arctos",5,-0.030144052505493173,0.055693524704786807
"brown bear, bruin, Ursus arctos",6,-0.1926611614227295,0.07742457541341391
"brown bear, bruin, Ursus arctos",7,-0.047807078361511254,0.09891341778300693
"brown bear, bruin, Ursus arctos",8,-0.10496023654937744,0.08596375181159523
"brown bear, bruin, Ursus arctos",9,0.16601362705230713,0.07511337949138801
"brown bear, bruin, Ursus arctos",10,-0.6248551583290101,0.1960889539377087
"brown bear, bruin, Ursus arctos",11,-2.7849709248542784,0.32020903731678196
"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",1,0.019269070625305168,0.05353427564586844
"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",2,-0.13535551071166993,0.05309054885097651
"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",3,-0.010436363220214835,0.042935091060734044
"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",4,-0.15718072414398193,0.055116097833235726
"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",5,-0.07090537071228029,0.07471804426408901
"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",6,-0.22625652313232425,0.12253514150598128
